id,sequence,task,choices,response,response_type,domain,gender,age,premise_1,premise_2,conclusion
92,8,Some not;tailors;singers/Some;pilots;tailors,All;singers;pilots|All;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|No;singers;pilots|No;pilots;singers|NVC,NVC,single-choice,syllogistic,male,45,Some not;B;A,Some;C;B,NVC;
92,9,Some;novelists;travelers/No;analysts;travelers,All;novelists;analysts|All;analysts;novelists|Some;novelists;analysts|Some;analysts;novelists|Some not;novelists;analysts|Some not;analysts;novelists|No;novelists;analysts|No;analysts;novelists|NVC,NVC,single-choice,syllogistic,male,45,Some;A;B,No;C;B,NVC;
92,10,All;mayors;swimmers/No;mayors;cooks,All;swimmers;cooks|All;cooks;swimmers|Some;swimmers;cooks|Some;cooks;swimmers|Some not;swimmers;cooks|Some not;cooks;swimmers|No;swimmers;cooks|No;cooks;swimmers|NVC,No;swimmers;cooks,single-choice,syllogistic,male,45,All;B;A,No;B;C,No;A;C
92,11,Some not;gamblers;sculptors/All;bakers;gamblers,All;sculptors;bakers|All;bakers;sculptors|Some;sculptors;bakers|Some;bakers;sculptors|Some not;sculptors;bakers|Some not;bakers;sculptors|No;sculptors;bakers|No;bakers;sculptors|NVC,NVC,single-choice,syllogistic,male,45,Some not;B;A,All;C;B,NVC;
92,12,All;managers;clerks/Some not;models;managers,All;clerks;models|All;models;clerks|Some;clerks;models|Some;models;clerks|Some not;clerks;models|Some not;models;clerks|No;clerks;models|No;models;clerks|NVC,NVC,single-choice,syllogistic,male,45,All;B;A,Some not;C;B,NVC;
92,13,Some not;students;buyers/No;buyers;cyclists,All;students;cyclists|All;cyclists;students|Some;students;cyclists|Some;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|No;students;cyclists|No;cyclists;students|NVC,Some not;cyclists;students,single-choice,syllogistic,male,45,Some not;A;B,No;B;C,Some not;C;A
92,14,No;cashiers;poets/Some;poets;waiters,All;cashiers;waiters|All;waiters;cashiers|Some;cashiers;waiters|Some;waiters;cashiers|Some not;cashiers;waiters|Some not;waiters;cashiers|No;cashiers;waiters|No;waiters;cashiers|NVC,Some not;waiters;cashiers,single-choice,syllogistic,male,45,No;A;B,Some;B;C,Some not;C;A
92,15,All;poets;miners/Some not;skaters;miners,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|No;poets;skaters|No;skaters;poets|NVC,Some;poets;skaters,single-choice,syllogistic,male,45,All;A;B,Some not;C;B,Some;A;C
92,16,Some not;barbers;investors/Some not;jugglers;barbers,All;investors;jugglers|All;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|No;investors;jugglers|No;jugglers;investors|NVC,Some not;jugglers;investors,single-choice,syllogistic,male,45,Some not;B;A,Some not;C;B,Some not;C;A
92,17,Some not;florists;editors/No;soldiers;editors,All;florists;soldiers|All;soldiers;florists|Some;florists;soldiers|Some;soldiers;florists|Some not;florists;soldiers|Some not;soldiers;florists|No;florists;soldiers|No;soldiers;florists|NVC,Some not;soldiers;florists,single-choice,syllogistic,male,45,Some not;A;B,No;C;B,Some not;C;A
92,18,Some;engineers;fencers/Some not;campers;engineers,All;fencers;campers|All;campers;fencers|Some;fencers;campers|Some;campers;fencers|Some not;fencers;campers|Some not;campers;fencers|No;fencers;campers|No;campers;fencers|NVC,NVC,single-choice,syllogistic,male,45,Some;B;A,Some not;C;B,NVC;
92,19,No;athletes;hunters/Some not;lawyers;athletes,All;hunters;lawyers|All;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|NVC,Some;lawyers;hunters,single-choice,syllogistic,male,45,No;B;A,Some not;C;B,Some;C;A
92,20,Some not;climbers;skaters/All;skaters;therapists,All;climbers;therapists|All;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|No;climbers;therapists|No;therapists;climbers|NVC,Some not;therapists;climbers,single-choice,syllogistic,male,45,Some not;A;B,All;B;C,Some not;C;A
92,21,Some;auditors;painters/No;painters;cleaners,All;auditors;cleaners|All;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|NVC,Some not;auditors;cleaners,single-choice,syllogistic,male,45,Some;A;B,No;B;C,Some not;A;C
92,22,Some not;golfers;bankers/Some;golfers;teachers,All;bankers;teachers|All;teachers;bankers|Some;bankers;teachers|Some;teachers;bankers|Some not;bankers;teachers|Some not;teachers;bankers|No;bankers;teachers|No;teachers;bankers|NVC,Some not;teachers;bankers,single-choice,syllogistic,male,45,Some not;B;A,Some;B;C,Some not;C;A
92,23,Some;climbers;tellers/All;doctors;climbers,All;tellers;doctors|All;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|No;tellers;doctors|No;doctors;tellers|NVC,Some;doctors;tellers,single-choice,syllogistic,male,45,Some;B;A,All;C;B,Some;C;A
92,24,All;packers;butchers/Some not;packers;tutors,All;butchers;tutors|All;tutors;butchers|Some;butchers;tutors|Some;tutors;butchers|Some not;butchers;tutors|Some not;tutors;butchers|No;butchers;tutors|No;tutors;butchers|NVC,Some not;tutors;butchers,single-choice,syllogistic,male,45,All;B;A,Some not;B;C,Some not;C;A
92,25,No;lifeguards;plumbers/Some;dentists;lifeguards,All;plumbers;dentists|All;dentists;plumbers|Some;plumbers;dentists|Some;dentists;plumbers|Some not;plumbers;dentists|Some not;dentists;plumbers|No;plumbers;dentists|No;dentists;plumbers|NVC,Some not;plumbers;dentists,single-choice,syllogistic,male,45,No;B;A,Some;C;B,Some not;A;C
92,26,Some;writers;drivers/All;hikers;drivers,All;writers;hikers|All;hikers;writers|Some;writers;hikers|Some;hikers;writers|Some not;writers;hikers|Some not;hikers;writers|No;writers;hikers|No;hikers;writers|NVC,Some;hikers;writers,single-choice,syllogistic,male,45,Some;A;B,All;C;B,Some;C;A
92,27,Some;secretaries;brokers/Some not;secretaries;agents,All;brokers;agents|All;agents;brokers|Some;brokers;agents|Some;agents;brokers|Some not;brokers;agents|Some not;agents;brokers|No;brokers;agents|No;agents;brokers|NVC,Some not;brokers;agents,single-choice,syllogistic,male,45,Some;B;A,Some not;B;C,Some not;A;C
92,28,Some;assistants;scholars/Some not;scholars;farmers,All;assistants;farmers|All;farmers;assistants|Some;assistants;farmers|Some;farmers;assistants|Some not;assistants;farmers|Some not;farmers;assistants|No;assistants;farmers|No;farmers;assistants|NVC,Some not;farmers;assistants,single-choice,syllogistic,male,45,Some;A;B,Some not;B;C,Some not;C;A
92,29,No;carpenters;divers/Some;linguists;divers,All;carpenters;linguists|All;linguists;carpenters|Some;carpenters;linguists|Some;linguists;carpenters|Some not;carpenters;linguists|Some not;linguists;carpenters|No;carpenters;linguists|No;linguists;carpenters|NVC,Some not;linguists;carpenters,single-choice,syllogistic,male,45,No;A;B,Some;C;B,Some not;C;A
92,30,All;nurses;actors/Some;actors;drillers,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|No;nurses;drillers|No;drillers;nurses|NVC,Some;nurses;drillers,single-choice,syllogistic,male,45,All;A;B,Some;B;C,Some;A;C
92,31,All;designers;architects/Some not;architects;trainers,All;designers;trainers|All;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|No;designers;trainers|No;trainers;designers|NVC,Some not;designers;trainers,single-choice,syllogistic,male,45,All;A;B,Some not;B;C,Some not;A;C
92,32,Some;writers;drivers/No;hikers;writers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|No;drivers;hikers|No;hikers;drivers|NVC,NVC,single-choice,syllogistic,male,45,Some;B;A,No;C;B,NVC;
92,33,All;mayors;cooks/All;mayors;swimmers,All;cooks;swimmers|All;swimmers;cooks|Some;cooks;swimmers|Some;swimmers;cooks|Some not;cooks;swimmers|Some not;swimmers;cooks|No;cooks;swimmers|No;swimmers;cooks|NVC,NVC,single-choice,syllogistic,male,45,All;B;A,All;B;C,NVC;
92,34,No;lawyers;hunters/No;athletes;lawyers,All;hunters;athletes|All;athletes;hunters|Some;hunters;athletes|Some;athletes;hunters|Some not;hunters;athletes|Some not;athletes;hunters|No;hunters;athletes|No;athletes;hunters|NVC,NVC,single-choice,syllogistic,male,45,No;B;A,No;C;B,NVC;
92,35,Some not;carpenters;linguists/Some not;carpenters;divers,All;linguists;divers|All;divers;linguists|Some;linguists;divers|Some;divers;linguists|Some not;linguists;divers|Some not;divers;linguists|No;linguists;divers|No;divers;linguists|NVC,NVC,single-choice,syllogistic,male,45,Some not;B;A,Some not;B;C,NVC;
92,36,No;tellers;climbers/Some;tellers;doctors,All;climbers;doctors|All;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|No;climbers;doctors|No;doctors;climbers|NVC,Some not;climbers;doctors,single-choice,syllogistic,male,45,No;B;A,Some;B;C,Some not;A;C
92,37,Some not;clerks;managers/All;clerks;models,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|Some not;managers;models|Some not;models;managers|No;managers;models|No;models;managers|NVC,Some not;models;managers,single-choice,syllogistic,male,45,Some not;B;A,All;B;C,Some not;C;A
92,38,All;cleaners;painters/All;auditors;painters,All;cleaners;auditors|All;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|NVC,NVC,single-choice,syllogistic,male,45,All;A;B,All;C;B,NVC;
92,39,Some;surfers;planners/Some;artists;planners,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|No;surfers;artists|No;artists;surfers|NVC,NVC,single-choice,syllogistic,male,45,Some;A;B,Some;C;B,NVC;
92,40,Some not;drillers;nurses/No;drillers;actors,All;nurses;actors|All;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|No;nurses;actors|No;actors;nurses|NVC,NVC,single-choice,syllogistic,male,45,Some not;B;A,No;B;C,NVC;
92,41,No;bankers;teachers/All;golfers;bankers,All;teachers;golfers|All;golfers;teachers|Some;teachers;golfers|Some;golfers;teachers|Some not;teachers;golfers|Some not;golfers;teachers|No;teachers;golfers|No;golfers;teachers|NVC,No;golfers;teachers,single-choice,syllogistic,male,45,No;B;A,All;C;B,No;C;A
92,42,Some not;runners;chefs/Some;scientists;chefs,All;runners;scientists|All;scientists;runners|Some;runners;scientists|Some;scientists;runners|Some not;runners;scientists|Some not;scientists;runners|No;runners;scientists|No;scientists;runners|NVC,NVC,single-choice,syllogistic,male,45,Some not;A;B,Some;C;B,NVC;
92,43,Some not;secretaries;agents/All;brokers;agents,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|NVC,No;secretaries;brokers,single-choice,syllogistic,male,45,Some not;A;B,All;C;B,No;A;C
92,44,All;judges;porters/No;brewers;judges,All;porters;brewers|All;brewers;porters|Some;porters;brewers|Some;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|No;porters;brewers|No;brewers;porters|NVC,No;porters;brewers,single-choice,syllogistic,male,45,All;B;A,No;C;B,No;A;C
92,45,Some;buyers;students/No;buyers;cyclists,All;students;cyclists|All;cyclists;students|Some;students;cyclists|Some;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|No;students;cyclists|No;cyclists;students|NVC,Some not;students;cyclists,single-choice,syllogistic,male,45,Some;B;A,No;B;C,Some not;A;C
92,46,No;climbers;therapists/All;therapists;skaters,All;climbers;skaters|All;skaters;climbers|Some;climbers;skaters|Some;skaters;climbers|Some not;climbers;skaters|Some not;skaters;climbers|No;climbers;skaters|No;skaters;climbers|NVC,No;skaters;climbers,single-choice,syllogistic,male,45,No;A;B,All;B;C,No;C;A
92,47,No;miners;skaters/All;miners;poets,All;skaters;poets|All;poets;skaters|Some;skaters;poets|Some;poets;skaters|Some not;skaters;poets|Some not;poets;skaters|No;skaters;poets|No;poets;skaters|NVC,No;poets;skaters,single-choice,syllogistic,male,45,No;B;A,All;B;C,No;C;A
92,48,All;actuaries;boxers/Some;actuaries;opticians,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|No;boxers;opticians|No;opticians;boxers|NVC,Some;boxers;opticians,single-choice,syllogistic,male,45,All;B;A,Some;B;C,Some;A;C
92,49,Some;architects;trainers/All;trainers;designers,All;architects;designers|All;designers;architects|Some;architects;designers|Some;designers;architects|Some not;architects;designers|Some not;designers;architects|No;architects;designers|No;designers;architects|NVC,Some;designers;architects,single-choice,syllogistic,male,45,Some;A;B,All;B;C,Some;C;A
92,50,Some;joggers;riders/Some not;counselors;riders,All;joggers;counselors|All;counselors;joggers|Some;joggers;counselors|Some;counselors;joggers|Some not;joggers;counselors|Some not;counselors;joggers|No;joggers;counselors|No;counselors;joggers|NVC,Some not;joggers;counselors,single-choice,syllogistic,male,45,Some;A;B,Some not;C;B,Some not;A;C
92,51,Some;waiters;poets/Some;poets;cashiers,All;waiters;cashiers|All;cashiers;waiters|Some;waiters;cashiers|Some;cashiers;waiters|Some not;waiters;cashiers|Some not;cashiers;waiters|No;waiters;cashiers|No;cashiers;waiters|NVC,Some;cashiers;waiters,single-choice,syllogistic,male,45,Some;A;B,Some;B;C,Some;C;A
92,52,No;travelers;analysts/No;travelers;novelists,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|No;analysts;novelists|No;novelists;analysts|NVC,NVC,single-choice,syllogistic,male,45,No;B;A,No;B;C,NVC;
92,53,No;lifeguards;plumbers/Some not;lifeguards;dentists,All;plumbers;dentists|All;dentists;plumbers|Some;plumbers;dentists|Some;dentists;plumbers|Some not;plumbers;dentists|Some not;dentists;plumbers|No;plumbers;dentists|No;dentists;plumbers|NVC,NVC,single-choice,syllogistic,male,45,No;B;A,Some not;B;C,NVC;
92,54,Some;tutors;butchers/Some;packers;tutors,All;butchers;packers|All;packers;butchers|Some;butchers;packers|Some;packers;butchers|Some not;butchers;packers|Some not;packers;butchers|No;butchers;packers|No;packers;butchers|NVC,Some;butchers;packers,single-choice,syllogistic,male,45,Some;B;A,Some;C;B,Some;A;C
92,55,All;soldiers;editors/No;editors;florists,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|No;soldiers;florists|No;florists;soldiers|NVC,Some;soldiers;florists,single-choice,syllogistic,male,45,All;A;B,No;B;C,Some;A;C
92,56,Some;engineers;fencers/Some;engineers;campers,All;fencers;campers|All;campers;fencers|Some;fencers;campers|Some;campers;fencers|Some not;fencers;campers|Some not;campers;fencers|No;fencers;campers|No;campers;fencers|NVC,No;fencers;campers,single-choice,syllogistic,male,45,Some;B;A,Some;B;C,No;A;C
92,57,No;workers;painters/No;actors;painters,All;workers;actors|All;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|No;workers;actors|No;actors;workers|NVC,No;actors;workers,single-choice,syllogistic,male,45,No;A;B,No;C;B,No;C;A
92,58,Some not;typists;dancers/Some not;dancers;boxers,All;typists;boxers|All;boxers;typists|Some;typists;boxers|Some;boxers;typists|Some not;typists;boxers|Some not;boxers;typists|No;typists;boxers|No;boxers;typists|NVC,Some not;boxers;typists,single-choice,syllogistic,male,45,Some not;A;B,Some not;B;C,Some not;C;A
92,59,No;bakers;sculptors/No;sculptors;gamblers,All;bakers;gamblers|All;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|NVC,No;gamblers;bakers,single-choice,syllogistic,male,45,No;A;B,No;B;C,No;C;A
92,60,All;assistants;scholars/Some;farmers;scholars,All;assistants;farmers|All;farmers;assistants|Some;assistants;farmers|Some;farmers;assistants|Some not;assistants;farmers|Some not;farmers;assistants|No;assistants;farmers|No;farmers;assistants|NVC,Some;farmers;assistants,single-choice,syllogistic,male,45,All;A;B,Some;C;B,Some;C;A
92,61,Some not;potters;chemists/Some not;sailors;chemists,All;potters;sailors|All;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|No;potters;sailors|No;sailors;potters|NVC,Some not;sailors;potters,single-choice,syllogistic,male,45,Some not;A;B,Some not;C;B,Some not;C;A
92,62,Some not;barbers;investors/Some;investors;jugglers,All;barbers;jugglers|All;jugglers;barbers|Some;barbers;jugglers|Some;jugglers;barbers|Some not;barbers;jugglers|Some not;jugglers;barbers|No;barbers;jugglers|No;jugglers;barbers|NVC,Some not;barbers;jugglers,single-choice,syllogistic,male,45,Some not;A;B,Some;B;C,Some not;A;C
92,63,All;singers;tailors/No;pilots;tailors,All;singers;pilots|All;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|No;singers;pilots|No;pilots;singers|NVC,No;singers;pilots,single-choice,syllogistic,male,45,All;A;B,No;C;B,No;A;C
93,0,All;runners;scientists/All;scientists;chefs,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|No;runners;chefs|No;chefs;runners|NVC,All;runners;chefs,single-choice,syllogistic,female,27,All;A;B,All;B;C,All;A;C
93,1,Some;poets;waiters/All;poets;cashiers,All;waiters;cashiers|All;cashiers;waiters|Some;waiters;cashiers|Some;cashiers;waiters|Some not;waiters;cashiers|Some not;cashiers;waiters|No;waiters;cashiers|No;cashiers;waiters|NVC,Some not;waiters;cashiers,single-choice,syllogistic,female,27,Some;B;A,All;B;C,Some not;A;C
93,2,No;engineers;campers/All;fencers;campers,All;engineers;fencers|All;fencers;engineers|Some;engineers;fencers|Some;fencers;engineers|Some not;engineers;fencers|Some not;fencers;engineers|No;engineers;fencers|No;fencers;engineers|NVC,No;engineers;fencers,single-choice,syllogistic,female,27,No;A;B,All;C;B,No;A;C
93,3,All;dancers;typists/Some;boxers;dancers,All;typists;boxers|All;boxers;typists|Some;typists;boxers|Some;boxers;typists|Some not;typists;boxers|Some not;boxers;typists|No;typists;boxers|No;boxers;typists|NVC,Some;typists;boxers,single-choice,syllogistic,female,27,All;B;A,Some;C;B,Some;A;C
93,4,Some not;butchers;packers/Some;tutors;packers,All;butchers;tutors|All;tutors;butchers|Some;butchers;tutors|Some;tutors;butchers|Some not;butchers;tutors|Some not;tutors;butchers|No;butchers;tutors|No;tutors;butchers|NVC,Some not;butchers;tutors,single-choice,syllogistic,female,27,Some not;A;B,Some;C;B,Some not;A;C
93,5,No;poets;skaters/Some not;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|Some not;poets;miners|Some not;miners;poets|No;poets;miners|No;miners;poets|NVC,No;miners;poets,single-choice,syllogistic,female,27,No;A;B,Some not;C;B,No;C;A
93,6,Some not;sailors;potters/Some not;sailors;chemists,All;potters;chemists|All;chemists;potters|Some;potters;chemists|Some;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|No;potters;chemists|No;chemists;potters|NVC,Some;chemists;potters,single-choice,syllogistic,female,27,Some not;B;A,Some not;B;C,Some;C;A
93,7,No;bakers;sculptors/No;gamblers;sculptors,All;bakers;gamblers|All;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|NVC,NVC,single-choice,syllogistic,female,27,No;A;B,No;C;B,NVC;
93,8,All;painters;auditors/All;cleaners;auditors,All;painters;cleaners|All;cleaners;painters|Some;painters;cleaners|Some;cleaners;painters|Some not;painters;cleaners|Some not;cleaners;painters|No;painters;cleaners|No;cleaners;painters|NVC,All;painters;cleaners,single-choice,syllogistic,female,27,All;A;B,All;C;B,All;A;C
93,9,No;brokers;secretaries/No;agents;brokers,All;secretaries;agents|All;agents;secretaries|Some;secretaries;agents|Some;agents;secretaries|Some not;secretaries;agents|Some not;agents;secretaries|No;secretaries;agents|No;agents;secretaries|NVC,No;agents;secretaries,single-choice,syllogistic,female,27,No;B;A,No;C;B,No;C;A
93,10,Some not;bankers;teachers/All;teachers;golfers,All;bankers;golfers|All;golfers;bankers|Some;bankers;golfers|Some;golfers;bankers|Some not;bankers;golfers|Some not;golfers;bankers|No;bankers;golfers|No;golfers;bankers|NVC,Some;bankers;golfers,single-choice,syllogistic,female,27,Some not;A;B,All;B;C,Some;A;C
93,11,Some;actors;nurses/All;nurses;drillers,All;actors;drillers|All;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|No;actors;drillers|No;drillers;actors|NVC,Some not;actors;drillers,single-choice,syllogistic,female,27,Some;A;B,All;B;C,Some not;A;C
93,12,All;judges;porters/Some;judges;brewers,All;porters;brewers|All;brewers;porters|Some;porters;brewers|Some;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|No;porters;brewers|No;brewers;porters|NVC,Some;porters;brewers,single-choice,syllogistic,female,27,All;B;A,Some;B;C,Some;A;C
93,13,Some not;planners;artists/Some;planners;surfers,All;artists;surfers|All;surfers;artists|Some;artists;surfers|Some;surfers;artists|Some not;artists;surfers|Some not;surfers;artists|No;artists;surfers|No;surfers;artists|NVC,Some;artists;surfers,single-choice,syllogistic,female,27,Some not;B;A,Some;B;C,Some;A;C
93,14,All;drivers;hikers/Some;writers;hikers,All;drivers;writers|All;writers;drivers|Some;drivers;writers|Some;writers;drivers|Some not;drivers;writers|Some not;writers;drivers|No;drivers;writers|No;writers;drivers|NVC,All;drivers;writers,single-choice,syllogistic,female,27,All;A;B,Some;C;B,All;A;C
93,15,Some;jugglers;barbers/Some;investors;jugglers,All;barbers;investors|All;investors;barbers|Some;barbers;investors|Some;investors;barbers|Some not;barbers;investors|Some not;investors;barbers|No;barbers;investors|No;investors;barbers|NVC,Some;barbers;investors,single-choice,syllogistic,female,27,Some;B;A,Some;C;B,Some;A;C
93,16,All;lifeguards;plumbers/No;dentists;lifeguards,All;plumbers;dentists|All;dentists;plumbers|Some;plumbers;dentists|Some;dentists;plumbers|Some not;plumbers;dentists|Some not;dentists;plumbers|No;plumbers;dentists|No;dentists;plumbers|NVC,No;plumbers;dentists,single-choice,syllogistic,female,27,All;B;A,No;C;B,No;A;C
93,17,Some;riders;joggers/All;counselors;riders,All;joggers;counselors|All;counselors;joggers|Some;joggers;counselors|Some;counselors;joggers|Some not;joggers;counselors|Some not;counselors;joggers|No;joggers;counselors|No;counselors;joggers|NVC,All;counselors;joggers,single-choice,syllogistic,female,27,Some;B;A,All;C;B,All;C;A
93,18,Some;novelists;travelers/Some not;travelers;analysts,All;novelists;analysts|All;analysts;novelists|Some;novelists;analysts|Some;analysts;novelists|Some not;novelists;analysts|Some not;analysts;novelists|No;novelists;analysts|No;analysts;novelists|NVC,Some not;novelists;analysts,single-choice,syllogistic,female,27,Some;A;B,Some not;B;C,Some not;A;C
93,19,All;actuaries;opticians/No;boxers;opticians,All;actuaries;boxers|All;boxers;actuaries|Some;actuaries;boxers|Some;boxers;actuaries|Some not;actuaries;boxers|Some not;boxers;actuaries|No;actuaries;boxers|No;boxers;actuaries|NVC,No;actuaries;boxers,single-choice,syllogistic,female,27,All;A;B,No;C;B,No;A;C
93,20,Some;carpenters;divers/No;carpenters;linguists,All;divers;linguists|All;linguists;divers|Some;divers;linguists|Some;linguists;divers|Some not;divers;linguists|Some not;linguists;divers|No;divers;linguists|No;linguists;divers|NVC,No;linguists;divers,single-choice,syllogistic,female,27,Some;B;A,No;B;C,No;C;A
93,21,Some;climbers;doctors/Some not;climbers;tellers,All;doctors;tellers|All;tellers;doctors|Some;doctors;tellers|Some;tellers;doctors|Some not;doctors;tellers|Some not;tellers;doctors|No;doctors;tellers|No;tellers;doctors|NVC,Some not;doctors;tellers,single-choice,syllogistic,female,27,Some;B;A,Some not;B;C,Some not;A;C
93,22,No;scholars;farmers/No;farmers;assistants,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|No;scholars;assistants|No;assistants;scholars|NVC,NVC,single-choice,syllogistic,female,27,No;A;B,No;B;C,NVC;
93,23,Some;skaters;climbers/Some;skaters;therapists,All;climbers;therapists|All;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|No;climbers;therapists|No;therapists;climbers|NVC,Some;climbers;therapists,single-choice,syllogistic,female,27,Some;B;A,Some;B;C,Some;A;C
93,24,All;workers;painters/No;workers;actors,All;painters;actors|All;actors;painters|Some;painters;actors|Some;actors;painters|Some not;painters;actors|Some not;actors;painters|No;painters;actors|No;actors;painters|NVC,No;painters;actors,single-choice,syllogistic,female,27,All;B;A,No;B;C,No;A;C
93,25,No;managers;models/Some not;models;clerks,All;managers;clerks|All;clerks;managers|Some;managers;clerks|Some;clerks;managers|Some not;managers;clerks|Some not;clerks;managers|No;managers;clerks|No;clerks;managers|NVC,NVC,single-choice,syllogistic,female,27,No;A;B,Some not;B;C,NVC;
93,26,All;buyers;students/Some not;students;cyclists,All;buyers;cyclists|All;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|NVC,NVC,single-choice,syllogistic,female,27,All;A;B,Some not;B;C,NVC;
93,27,Some not;trainers;architects/No;designers;architects,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|No;trainers;designers|No;designers;trainers|NVC,NVC,single-choice,syllogistic,female,27,Some not;A;B,No;C;B,NVC;
93,28,Some not;lawyers;hunters/All;athletes;hunters,All;lawyers;athletes|All;athletes;lawyers|Some;lawyers;athletes|Some;athletes;lawyers|Some not;lawyers;athletes|Some not;athletes;lawyers|No;lawyers;athletes|No;athletes;lawyers|NVC,Some not;lawyers;athletes,single-choice,syllogistic,female,27,Some not;A;B,All;C;B,Some not;A;C
93,29,Some not;pilots;singers/Some;tailors;pilots,All;singers;tailors|All;tailors;singers|Some;singers;tailors|Some;tailors;singers|Some not;singers;tailors|Some not;tailors;singers|No;singers;tailors|No;tailors;singers|NVC,Some not;tailors;singers,single-choice,syllogistic,female,27,Some not;B;A,Some;C;B,Some not;C;A
93,30,Some not;swimmers;cooks/All;mayors;swimmers,All;cooks;mayors|All;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|No;cooks;mayors|No;mayors;cooks|NVC,Some not;mayors;cooks,single-choice,syllogistic,female,27,Some not;B;A,All;C;B,Some not;C;A
93,31,Some not;soldiers;florists/Some not;editors;florists,All;soldiers;editors|All;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|No;soldiers;editors|No;editors;soldiers|NVC,NVC,single-choice,syllogistic,female,27,Some not;A;B,Some not;C;B,NVC;
